Version: 1.0
2.20875	0.07518	1.00000	1	0.00000	1.00000	0.00000	-1
1.40699	-0.78860	1.00000	1	0.00000	1.00000	0.00000	1
1.67424	0.93895	1.00000	1	0.00000	1.00000	0.00000	-1
1.13973	0.23713	1.00000	1	0.00000	1.00000	0.00000	1
5.78998	6.93138	1.00000	1	0.00000	0.49804	1.00000	-1
4.23990	4.60999	1.00000	1	0.00000	0.49804	1.00000	1
4.23990	4.60999	1.00000	1	0.00000	0.37255	0.74902	-1
2.79672	2.77447	1.00000	1	0.00000	0.37255	0.74902	1
7.12626	6.82341	1.00000	1	0.00000	0.37255	0.74902	-1
5.52273	4.82593	1.00000	1	0.00000	0.37255	0.74902	1
2.26221	3.58426	1.00000	1	0.03922	0.03922	0.03922	-1
1.78114	3.96216	1.00000	1	0.03922	0.03922	0.03922	0
1.40699	4.28607	1.00000	1	0.03922	0.03922	0.03922	0
1.46044	4.66398	1.00000	1	0.03922	0.03922	0.03922	0
1.88805	4.98789	1.00000	1	0.03922	0.03922	0.03922	0
2.47601	5.25782	1.00000	1	0.03922	0.03922	0.03922	0
3.11742	5.58174	1.00000	1	0.03922	0.03922	0.03922	0
3.81229	5.85166	1.00000	1	0.03922	0.03922	0.03922	0
4.72096	6.33754	1.00000	1	0.03922	0.03922	0.03922	0
5.30892	6.66145	1.00000	1	0.03922	0.03922	0.03922	0
5.73653	7.03935	1.00000	1	0.03922	0.03922	0.03922	0
6.43140	7.03935	1.00000	1	0.03922	0.03922	0.03922	0
7.28662	6.71544	1.00000	1	0.03922	0.03922	0.03922	0
7.50042	6.55348	1.00000	1	0.03922	0.03922	0.03922	0
7.50042	6.17558	1.00000	1	0.03922	0.03922	0.03922	0
7.07281	5.79768	1.00000	1	0.03922	0.03922	0.03922	0
6.75210	5.36579	1.00000	1	0.03922	0.03922	0.03922	0
6.11069	5.36579	1.00000	1	0.03922	0.03922	0.03922	0
5.46928	5.47376	1.00000	1	0.03922	0.03922	0.03922	0
4.93476	5.47376	1.00000	1	0.03922	0.03922	0.03922	0
4.45370	5.25782	1.00000	1	0.03922	0.03922	0.03922	0
4.02609	5.04188	1.00000	1	0.03922	0.03922	0.03922	0
3.59848	4.77195	1.00000	1	0.03922	0.03922	0.03922	0
3.27778	4.55600	1.00000	1	0.03922	0.03922	0.03922	0
2.95707	4.07013	1.00000	1	0.03922	0.03922	0.03922	0
2.63636	3.69223	1.00000	1	0.03922	0.03922	0.03922	0
2.36911	3.58426	1.00000	1	0.03922	0.03922	0.03922	1
-1.05177	4.66398	1.00000	1	0.03922	0.03922	0.03922	-1
-1.80008	4.93391	1.00000	1	0.03922	0.03922	0.03922	0
-2.54840	5.31181	1.00000	1	0.03922	0.03922	0.03922	0
-3.67088	5.74369	1.00000	1	0.03922	0.03922	0.03922	0
-4.47264	6.12159	1.00000	1	0.03922	0.03922	0.03922	0
-5.16751	6.44551	1.00000	1	0.03922	0.03922	0.03922	0
-5.96928	6.76942	1.00000	1	0.03922	0.03922	0.03922	0
-6.45034	6.39152	1.00000	1	0.03922	0.03922	0.03922	0
-7.35901	6.06761	1.00000	1	0.03922	0.03922	0.03922	0
-7.51936	5.85166	1.00000	1	0.03922	0.03922	0.03922	0
-7.25210	5.31181	1.00000	1	0.03922	0.03922	0.03922	0
-6.71759	4.87992	1.00000	1	0.03922	0.03922	0.03922	0
-5.91582	4.98789	1.00000	1	0.03922	0.03922	0.03922	0
-5.32786	5.09586	1.00000	1	0.03922	0.03922	0.03922	0
-4.95370	5.14985	1.00000	1	0.03922	0.03922	0.03922	0
-4.15194	4.98789	1.00000	1	0.03922	0.03922	0.03922	0
-3.72433	4.66398	1.00000	1	0.03922	0.03922	0.03922	0
-2.92256	4.50202	1.00000	1	0.03922	0.03922	0.03922	0
-2.70875	4.23209	1.00000	1	0.03922	0.03922	0.03922	0
-2.70875	3.69223	1.00000	1	0.03922	0.03922	0.03922	0
-2.44150	3.47629	1.00000	1	0.03922	0.03922	0.03922	0
-1.74663	3.85419	1.00000	1	0.03922	0.03922	0.03922	0
-1.05177	4.28607	1.00000	1	0.03922	0.03922	0.03922	0
-0.99832	4.66398	1.00000	1	0.03922	0.03922	0.03922	1
-0.08965	4.07013	1.00000	1	0.03922	0.03922	0.03922	-1
-0.41035	3.42230	1.00000	1	0.03922	0.03922	0.03922	0
-0.99832	3.09839	1.00000	1	0.03922	0.03922	0.03922	0
-2.06734	2.39657	1.00000	1	0.03922	0.03922	0.03922	0
-1.58628	2.39657	1.00000	1	0.03922	0.03922	0.03922	0
-0.73106	2.45055	1.00000	1	0.03922	0.03922	0.03922	0
-0.25000	2.23461	1.00000	1	0.03922	0.03922	0.03922	0
-0.35690	1.58678	1.00000	1	0.03922	0.03922	0.03922	0
-0.30345	0.99294	1.00000	1	0.03922	0.03922	0.03922	0
-0.30345	0.29112	1.00000	1	0.03922	0.03922	0.03922	0
-0.46380	-0.46468	1.00000	1	0.03922	0.03922	0.03922	0
-0.57071	-0.95055	1.00000	1	0.03922	0.03922	0.03922	0
-1.05177	-1.16650	1.00000	1	0.03922	0.03922	0.03922	0
-1.05177	-1.76034	1.00000	1	0.03922	0.03922	0.03922	0
-0.78451	-2.08426	1.00000	1	0.03922	0.03922	0.03922	0
-0.30345	-2.40817	1.00000	1	0.03922	0.03922	0.03922	0
-0.08965	-2.73209	1.00000	1	0.03922	0.03922	0.03922	0
0.23106	-2.13824	1.00000	1	0.03922	0.03922	0.03922	0
0.60522	-1.81433	1.00000	1	0.03922	0.03922	0.03922	0
0.60522	-1.22048	1.00000	1	0.03922	0.03922	0.03922	0
0.33796	-0.84258	1.00000	1	0.03922	0.03922	0.03922	0
0.23106	-0.30272	1.00000	1	0.03922	0.03922	0.03922	0
0.23106	0.50706	1.00000	1	0.03922	0.03922	0.03922	0
0.23106	1.20888	1.00000	1	0.03922	0.03922	0.03922	0
0.49832	1.91070	1.00000	1	0.03922	0.03922	0.03922	0
1.03283	2.45055	1.00000	1	0.03922	0.03922	0.03922	0
1.35354	2.50454	1.00000	1	0.03922	0.03922	0.03922	0
1.24663	2.93643	1.00000	1	0.03922	0.03922	0.03922	0
0.60522	3.47629	1.00000	1	0.03922	0.03922	0.03922	0
0.17761	4.07013	1.00000	1	0.03922	0.03922	0.03922	0
-0.14310	4.12412	1.00000	1	0.03922	0.03922	0.03922	1
1.46044	1.91070	1.00000	1	0.00000	0.00000	1.00000	-1
0.81902	1.85671	1.00000	1	0.00000	0.00000	1.00000	0
0.55177	1.31685	1.00000	1	0.00000	0.00000	1.00000	0
0.33796	0.93895	1.00000	1	0.00000	0.00000	1.00000	0
0.33796	0.23713	1.00000	1	0.00000	0.00000	1.00000	0
0.49832	-0.62664	1.00000	1	0.00000	0.00000	1.00000	0
0.65867	-0.84258	1.00000	1	0.00000	0.00000	1.00000	0
1.13973	-1.22048	1.00000	1	0.00000	0.00000	1.00000	0
1.56734	-1.32846	1.00000	1	0.00000	0.00000	1.00000	0
2.15530	-1.43643	1.00000	1	0.00000	0.00000	1.00000	0
2.36911	-1.22048	1.00000	1	0.00000	0.00000	1.00000	0
2.26221	-0.41070	1.00000	1	0.00000	0.00000	1.00000	0
